"EFF_DATE","FIX_ID","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","NAV_ID","NAV_TYPE","BEARING","DISTANCE"
"2026/06/11","AHUNT","K5","MI","US","SVM","VORTAC",163.63,6
"2026/06/11","AHVUH","PA","AK","US","GAL","VOR/DME",151.41,20
"2026/06/11","AHYOB","K5","WI","US","ENW","DME",,5.59
"2026/06/11","AHYOB","K5","WI","US","ENW","LOC",247.75,
"2026/06/11","AIGLE","K2","CO","US","ESJ","LOC",69.95,10.83
"2026/06/11","AILEE","PA","AK","US","ENN","VORTAC",170.87,60.85
"2026/06/11","AILEE","PA","AK","US","FAI","VORTAC",188.71,82.59
"2026/06/11","AILES","K5","MI","US","APN","VORTAC",200.73,17
"2026/06/11","AILEY","K7","GA","US","DBN","VORTAC",157.69,17.94
"2026/06/11","AILEY","K7","GA","US","VNA","VORTAC",82,
"2026/06/11","AIMEE","K4","TX","US","NGP","TACAN",327,27
"2026/06/11","AIMES","K2","CO","US","GLL","VOR/DME",350,5
"2026/06/11","AIMME","K6","ME","US","ENE","VOR/DME",7.9,
"2026/06/11","AIMME","K6","ME","US","PWM","LOC",290.3,16.26
"2026/06/11","AINKK","PA","AK","US","TGN","LOC",253.88,16.82
"2026/06/11","AIRBE","K5","KY","US","FKP","LOC",45.21,6.47
"2026/06/11","AIRBO","K5","OH","US","ILN","LOC",44.32,
"2026/06/11","AIRBO","K5","OH","US","MXQ","VOR/DME",,4.8
"2026/06/11","AIRBS","K7","FL","US","LAL","VORTAC",274.65,4.92
"2026/06/11","AIRCO","K6","NY","US","GEE","VOR/DME",313.59,39.96
"2026/06/11","AIRCO","K6","NY","US","IAG","TACAN",84.24,21.78
"2026/06/11","AIRCO","K6","NY","US","JHW","VOR/DME",31.54,
"2026/06/11","AJAAY","K7","GA","US","GXZ","LOC",94.99,6.85
"2026/06/11","AJAHO","K4","TX","US","ABI","VORTAC",37,55.66
"2026/06/11","AJAHO","K4","TX","US","SPS","VORTAC",194,57.28
"2026/06/11","AJAXX","K2","CO","US","ASE","LOC",330.63,19.07
"2026/06/11","AJAXX","K2","CO","US","DBL","VOR/DME",296.63,6.58
"2026/06/11","AJDOV","K7","NC","US","OAJ","LOC",232.39,13.5
"2026/06/11","AJEWU","K4","TX","US","LBB","LOC",353.67,17.89
"2026/06/11","AJEWU","K4","TX","US","LBB","VORTAC",5.06,15
"2026/06/11","AJHUD","K1","ID","US","TWF","VORTAC",257.8,0.9
"2026/06/11","AJOJO","K2","CA","US","MCE","LOC",303.49,11.5
"2026/06/11","AJOJO","K2","CA","US","MOD","VOR/DME",113.96,17.46
"2026/06/11","AJSAJ","K2","CA","US","PRB","VORTAC",352,6.44
"2026/06/11","AJUMI","PH","HI","US","LNY","VORTAC",90,
"2026/06/11","AJUMI","PH","HI","US","OGG","VORTAC",187,14.36
"2026/06/11","AKACU","K2","AZ","US","OLS","VOR/DME",175.32,4.17
"2026/06/11","AKATE","K5","OH","US","FFO","TACAN",233,3
"2026/06/11","AKAYI","K7","MS","US","GLH","VOR/DME",40.33,37.54
"2026/06/11","AKAYI","K7","MS","US","SQS","VORTAC",340.54,31.67
"2026/06/11","AKDMY","K2","CA","US","NTD","TACAN",43,13
"2026/06/11","AKDMY","K2","CA","US","OCN","VORTAC",294.38,95.89
"2026/06/11","AKDMY","K2","CA","US","PMD","VORTAC",226.48,47.78
"2026/06/11","AKDMY","K2","CA","US","RZS","VORTAC",95.86,45.64
"2026/06/11","AKELT","PA","AK","US","HPB","VOR/DME",31.07,42.3
"2026/06/11","AKETT","K5","WI","US","VOK","LOC",,
"2026/06/11","AKETT","K5","WI","US","VOK","TACAN",,1.53
"2026/06/11","AKGAS","PA","AK","US","SQA","VOR/DME",82.65,28
"2026/06/11","AKIBE","K4","OK","US","TUL","VORTAC",217,15.5
"2026/06/11","AKICA","K5","IN","US","MZZ","LOC",220.59,
"2026/06/11","AKICA","K5","IN","US","MZZ","VOR/DME",,13.25
"2026/06/11","AKICI","K1","OR","US","BKE","VOR/DME",298.28,2.98
"2026/06/11","AKILE","K3","SD","US","PIR","VORTAC",75.73,7
"2026/06/11","AKINS","K4","OK","US","FSM","VORTAC",276.62,20.41
"2026/06/11","AKINS","K4","OK","US","PGO","VORTAC",352,
"2026/06/11","AKLEY","K5","IL","US","DEC","LOC",60.14,4.31
"2026/06/11","AKMAX","PA","AK","US","TED","VOR/DME",303.99,84.15
"2026/06/11","AKOME","K2","CA","US","RIV","TACAN",138,15
"2026/06/11","AKORD","K2","CA","US","SNS","VORTAC",271.01,12.72
"2026/06/11","AKORE","K3","KS","US","GCK","VORTAC",353,11
"2026/06/11","AKQON","K6","VA","US","VJI","LOC",61.04,6.56
"2026/06/11","AKRON","K5","OH","US","AK","NDB",,
"2026/06/11","AKRON","K5","OH","US","AKR","LOC",68.97,4.82
"2026/06/11","AKSAR","K6","PA","US","CKB","VOR/DME",3.05,
"2026/06/11","AKSAR","K6","PA","US","EWC","VOR/DME",193,40.01
"2026/06/11","AKSAR","K6","PA","US","HLG","VOR/DME",121.93,
"2026/06/11","AKTEA","PA","AK","US","HOM","VOR/DME",347,15
"2026/06/11","AKUFF","K7","TN","US","BNA","VORTAC",,7.65
"2026/06/11","AKUFF","K7","TN","US","VIY","LOC",20.65,
"2026/06/11","AKUKY","K1","OR","US","IMB","VOR/DME",132.42,21.76
"2026/06/11","AKULE","PH","HI","US","LIH","LOC",169.01,6.88
"2026/06/11","AKULE","PH","HI","US","LIH","VORTAC",167.74,5.6
"2026/06/11","AKULE","PH","HI","US","SOK","VORTAC",88.02,
"2026/06/11","AKUYE","K4","LA","US","BAD","TACAN",,1.4
"2026/06/11","AKUYE","K4","LA","US","JKC","LOC",329.43,
"2026/06/11","AKUYI","K6","NY","US","GEE","VOR/DME",302.6,36.28
"2026/06/11","ALADN","K7","FL","US","LAL","VORTAC",356.32,64.82
"2026/06/11","ALADN","K7","FL","US","OCF","VORTAC",128.76,10.44
"2026/06/11","ALAFU","PH","HI","US","OGG","VORTAC",46,50
"2026/06/11","ALAFU","PH","HI","US","UPP","VORTAC",356.87,70
"2026/06/11","ALAGE","K3","MN","US","AEL","VOR/DME",35.28,
"2026/06/11","ALAGE","K3","MN","US","OWA","LOC",122,12.47
"2026/06/11","ALAGE","K3","MN","US","RST","VOR/DME",302,23.43
"2026/06/11","ALAKE","K5","IL","US","BIB","VORTAC",172.59,7.66
"2026/06/11","ALAKE","K5","IL","US","LZW","LOC",290.13,14.78
"2026/06/11","ALAMO","K4","TX","US","ANT","LOC",307.61,5.75
"2026/06/11","ALAMO","K4","TX","US","SAT","VORTAC",225.27,5.49
"2026/06/11","ALANA","PH","HI","US","CKH","VORTAC",218.45,17.44
"2026/06/11","ALANA","PH","HI","US","HNL","VORTAC",171,13.94
"2026/06/11","ALANA","PH","HI","US","LNY","VORTAC",278,57.58
"2026/06/11","ALANA","PH","HI","US","MKK","VORTAC",254.18,43.45
"2026/06/11","ALANS","K7","FL","US","NSE","TACAN",307,5
"2026/06/11","ALAWI","TJ","PR","US","JRV","LOC",246.35,
"2026/06/11","ALAWI","TJ","PR","US","JRV","TACAN",,6.67
"2026/06/11","ALBAS","K2","CA","US","LAX","VORTAC",123.33,26.7
"2026/06/11","ALBAS","K2","CA","US","SLI","VORTAC",171,
"2026/06/11","ALBAS","K2","CA","US","SXC","VORTAC",36.83,
"2026/06/11","ALBBE","K7","","BS","GTK","VOR/DME",233.85,87.58
"2026/06/11","ALBEK","K6","NJ","US","CYN","VORTAC",273.99,22.12
"2026/06/11","ALBEK","K6","NJ","US","OOD","VORTAC",75.01,20.2
"2026/06/11","ALBEK","K6","NJ","US","VCN","VOR/DME",20.9,
"2026/06/11","ALBEN","K7","FL","US","CRG","VORTAC",200,110
"2026/06/11","ALBEN","K7","FL","US","ORL","VORTAC",273,
"2026/06/11","ALBER","K7","AL","US","RQZ","VORTAC",147.06,29.62
"2026/06/11","ALBER","K7","AL","US","VUZ","VORTAC",32,
"2026/06/11","ALBIN","K1","WY","US","CYS","VORTAC",41.41,26.56
"2026/06/11","ALBIN","K1","WY","US","SNY","VOR/DME",278,63.34
"2026/06/11","ALBNY","K2","AZ","US","IWA","VORTAC",121.81,2.45
"2026/06/11","ALBRS","K7","GA","US","RYY","LOC",92.77,7.2
"2026/06/11","ALBRT","K3","IA","US","IRK","VORTAC",15.33,
"2026/06/11","ALBRT","K3","IA","US","MZV","VOR/DME",243.79,77.66
"2026/06/11","ALCAT","K2","CA","US","AAZ","LOC",295.99,
"2026/06/11","ALCAT","K2","CA","US","OAK","VOR/DME",289.18,12.53
"2026/06/11","ALCAT","K2","CA","US","SFO","VOR/DME",330.83,
"2026/06/11","ALCOA","P","OP","US","ENI","VORTAC",223.59,141.1
"2026/06/11","ALCOA","P","OP","US","OAK","VOR/DME",256.25,171.87
"2026/06/11","ALCOR","K4","OK","US","ODG","VOR/DME",78.4,22.41
"2026/06/11","ALCOR","K4","OK","US","PER","VORTAC",195,22.47
"2026/06/11","ALCOS","K1","WY","US","DDY","VOR/DME",204.35,22.32
"2026/06/11","ALCOS","K1","WY","US","MBW","VOR/DME",322,62.15
